Symbols,Attributes,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12
RHI,High,112.6500015258789,111.6500015258789,111.72000122070312,112.31999969482422,0.0
RHI,Low,110.56999969482422,109.87999725341795,109.98999786376952,109.83999633789062,0.0
RHI,Open,111.81999969482422,110.69000244140624,110.97000122070312,109.9000015258789,0.0
RHI,Volume,1151200.0,993900.0,1012600.0,1238400.0,0.0
RIO.L,Adj Close,6109.0,6088.0,6138.0,6070.0,6138.384765625
RIO.L,Close,6109.0,6088.0,6138.0,6070.0,6138.384765625
RIO.L,High,6122.0,6120.0,6207.0,6176.0,6169.0
RIO.L,Low,6033.0,5993.0,6125.34814453125,6021.0,6066.8466796875
RIO.L,Open,6069.0,6099.0,6151.0,6139.0,6071.0
RIO.L,Volume,3881145.0,2465546.0,2425956.0,2613527.0,656443.0
RJF,Adj Close,106.88999938964844,106.54000091552734,108.62000274658205,108.0999984741211,0.0
RJF,Close,106.88999938964844,106.54000091552734,108.62000274658205,108.0999984741211,0.0
RJF,High,108.72000122070312,107.3000030517578,109.56999969482422,110.2699966430664,0.0
RJF,Low,106.27999877929688,104.8499984741211,107.11000061035156,107.33999633789062,0.0
RJF,Open,108.62000274658205,106.66000366210938,107.25,107.66999816894533,0.0
RJF,Volume,1469200.0,1434000.0,1181800.0,1202800.0,0.0
RL,Adj Close,105.91000366210938,104.80999755859376,105.61000061035156,105.04000091552734,0.0
RL,Close,105.91000366210938,104.80999755859376,105.61000061035156,105.04000091552734,0.0
RL,High,109.52999877929688,106.31999969482422,107.31999969482422,109.98999786376952,0.0
RL,Low,104.72000122070312,101.0500030517578,101.94000244140624,104.3499984741211,0.0
RL,Open,109.47000122070312,105.93000030517578,104.3499984741211,104.81999969482422,0.0
RL,Volume,960500.0,1312100.0,938400.0,1451300.0,0.0
RMD,Adj Close,247.2899932861328,252.0800018310547,249.3300018310547,242.1499938964844,0.0
RMD,Close,247.2899932861328,252.0800018310547,249.3300018310547,242.1499938964844,0.0
RMD,High,247.8800048828125,253.6699981689453,252.30999755859372,247.9900054931641,0.0
RMD,Low,240.63999938964844,246.0,247.32000732421875,241.8500061035156,0.0
RMD,Open,243.97999572753903,246.0800018310547,251.1999969482422,247.0,0.0
RMD,Volume,484400.0,444900.0,401100.0,293100.0,0.0
RMV.L,Adj Close,645.0,635.5999755859375,645.5999755859375,635.2000122070312,644.2000122070312
RMV.L,Close,645.0,635.5999755859375,645.5999755859375,635.2000122070312,644.2000122070312
RMV.L,High,665.2000122070312,658.0,649.0,647.7160034179688,650.5999755859375
RMV.L,Low,640.5999755859375,634.4000244140625,640.2000122070312,630.0,630.2000122070312
RMV.L,Open,657.7999877929688,658.0,643.5999755859375,643.2000122070312,631.5999755859375
RMV.L,Volume,1996799.0,2288930.0,1733458.0,1876660.0,609570.0
ROG.SW,Adj Close,390.6499938964844,394.75,398.25,400.5499877929688,392.7999877929688
ROG.SW,Close,390.6499938964844,394.75,398.25,400.5499877929688,392.7999877929688
ROG.SW,High,391.2999877929688,399.5,400.0,404.2000122070313,397.2999877929688
ROG.SW,Low,384.3999938964844,392.1499938964844,393.7000122070313,397.2000122070313,391.6000061035156
ROG.SW,Open,384.3999938964844,392.6000061035156,398.0,400.0,396.75
ROG.SW,Volume,2012266.0,1406181.0,1816800.0,1619556.0,490013.0
ROK,Adj Close,272.2300109863281,271.04998779296875,269.4100036621094,266.0799865722656,0.0
ROK,Close,272.2300109863281,271.04998779296875,269.4100036621094,266.0799865722656,0.0
ROK,High,275.1099853515625,272.54998779296875,275.010009765625,270.92999267578125,0.0
ROK,Low,269.20001220703125,266.5,267.8299865722656,265.4800109863281,0.0
ROK,Open,272.7900085449219,270.3500061035156,271.0299987792969,268.1000061035156,0.0
ROK,Volume,814500.0,665200.0,472100.0,495900.0,0.0
ROL,Adj Close,34.9900016784668,35.540000915527344,35.38999938964844,35.560001373291016,0.0
ROL,Close,34.9900016784668,35.540000915527344,35.38999938964844,35.560001373291016,0.0
ROL,High,35.11000061035156,35.66999816894531,35.75,35.90999984741211,0.0
ROL,Low,34.560001373291016,34.849998474121094,35.33000183105469,35.40999984741211,0.0
ROL,Open,34.720001220703125,34.9900016784668,35.52000045776367,35.52000045776367,0.0
ROL,Volume,1352400.0,1458000.0,911200.0,985400.0,0.0
ROP,Adj Close,479.3800048828125,485.2699890136719,482.1600036621094,480.7799987792969,0.0
ROP,Close,479.3800048828125,485.2699890136719,482.1600036621094,480.7799987792969,0.0
ROP,High,482.1400146484375,488.2300109863281,486.7200012207031,483.8800048828125,0.0
ROP,Low,471.2799987792969,476.6799926757813,481.5799865722656,477.6499938964844,0.0
ROP,Open,475.3900146484375,478.0499877929688,485.1000061035156,482.0,0.0
ROP,Volume,491900.0,681100.0,479500.0,413800.0,0.0
ROST,Adj Close,94.19000244140624,95.3499984741211,96.83999633789062,99.70999908447266,0.0
ROST,Close,94.19000244140624,95.3499984741211,96.83999633789062,99.70999908447266,0.0
ROST,High,95.11000061035156,95.81999969482422,98.30999755859376,102.5,0.0
ROST,Low,91.06999969482422,92.18000030517578,95.11000061035156,98.8499984741211,0.0
ROST,Open,91.41000366210938,93.23999786376952,95.19000244140624,99.16000366210938,0.0
ROST,Volume,3356700.0,2811100.0,2721300.0,3993800.0,0.0
RR.L,Adj Close,96.45999908447266,94.75,94.27999877929688,95.0,90.0199966430664
RR.L,Close,96.45999908447266,94.75,94.27999877929688,95.0,90.0199966430664
RR.L,High,99.68800354003906,97.7699966430664,96.50800323486328,96.81999969482422,91.37999725341795
RR.L,Low,94.9000015258789,94.75,94.27999877929688,92.13800048828124,88.05999755859375
RR.L,Open,98.66000366210938,96.91000366210938,96.25,94.18000030517578,90.0
RR.L,Volume,41744723.0,34175796.0,50595805.0,30544713.0,52776267.0
RSA.L,Adj Close,0.0,0.0,0.0,0.0,0.0
RSA.L,Close,0.0,0.0,0.0,0.0,0.0
RSA.L,High,0.0,0.0,0.0,0.0,0.0
RSA.L,Low,0.0,0.0,0.0,0.0,0.0
RSA.L,Open,0.0,0.0,0.0,0.0,0.0
RSA.L,Volume,0.0,0.0,0.0,0.0,0.0
RSG,Adj Close,133.44000244140625,135.27999877929688,135.8300018310547,135.77000427246094,0.0
RSG,Close,133.44000244140625,135.27999877929688,135.8300018310547,135.77000427246094,0.0
RSG,High,134.2899932861328,135.8800048828125,136.55999755859375,136.72000122070312,0.0
RSG,Low,132.27999877929688,132.82000732421875,135.0800018310547,135.3300018310547,0.0
RSG,Open,132.69000244140625,133.22999572753906,135.8000030517578,135.97999572753906,0.0
RSG,Volume,1281100.0,1303000.0,937200.0,1170700.0,0.0
RTO.L,Adj Close,533.0,528.7999877929688,527.4000244140625,524.2000122070312,532.0
RTO.L,Close,533.0,528.7999877929688,527.4000244140625,524.2000122070312,532.0
RTO.L,High,534.4000244140625,537.5999755859375,531.5999755859375,528.4000244140625,535.0
RTO.L,Low,523.5999755859375,526.2000122070312,523.7999877929688,519.4000244140625,520.2000122070312
RTO.L,Open,527.7999877929688,529.2000122070312,531.5999755859375,524.7999877929688,523.4000244140625
RTO.L,Volume,7195702.0,4792073.0,4460055.0,3612141.0,914404.0
RTX,Adj Close,98.45999908447266,100.9800033569336,100.4000015258789,102.11000061035156,0.0
RTX,Close,98.45999908447266,100.9800033569336,100.4000015258789,102.11000061035156,0.0
RTX,High,99.27999877929688,101.2699966430664,102.73999786376952,102.9499969482422,0.0
RTX,Low,98.12999725341795,97.9000015258789,100.06999969482422,100.63999938964844,0.0
RTX,Open,98.31999969482422,98.25,101.9800033569336,100.63999938964844,0.0
RTX,Volume,5260800.0,6151500.0,4811100.0,5694400.0,0.0
RWE.DE,Adj Close,41.08000183105469,40.619998931884766,41.63999938964844,41.25,40.84999847412109
RWE.DE,Close,41.08000183105469,40.619998931884766,41.63999938964844,41.25,40.84999847412109
RWE.DE,High,41.08000183105469,41.630001068115234,41.68999862670898,41.709999084472656,41.119998931884766
RWE.DE,Low,40.41999816894531,40.27999877929688,40.970001220703125,41.060001373291016,40.380001068115234
RWE.DE,Open,40.61000061035156,41.13999938964844,41.06999969482422,41.540000915527344,41.119998931884766
RWE.DE,Volume,2822661.0,3044330.0,2366258.0,1501624.0,676569.0
RY.TO,Adj Close,137.14999389648438,135.57000732421875,136.66000366210938,137.55999755859375,0.0
RY.TO,Close,137.14999389648438,135.57000732421875,136.66000366210938,137.55999755859375,0.0
RY.TO,High,137.86000061035156,137.30999755859375,137.22000122070312,138.41000366210938,0.0
RY.TO,Low,136.4600067138672,134.85000610351562,135.6699981689453,136.8000030517578,0.0
RY.TO,Open,137.3000030517578,137.14999389648438,135.99000549316406,137.00999450683594,0.0
RY.TO,Volume,2832400.0,4254100.0,2162200.0,3196800.0,0.0
SAB.MC,Adj Close,0.6966000199317932,0.7120000123977661,0.7355999946594238,0.7376000285148621,0.7355999946594238
SAB.MC,Close,0.6966000199317932,0.7120000123977661,0.7355999946594238,0.7376000285148621,0.7355999946594238
SAB.MC,High,0.7414000034332275,0.7418000102043152,0.746399998664856,0.7487999796867371,0.7386000156402588
SAB.MC,Low,0.6922000050544739,0.6854000091552734,0.724399983882904,0.728600025177002,0.7157999873161316
SAB.MC,Open,0.7347999811172485,0.699999988079071,0.725600004196167,0.7409999966621399,0.7282000184059143
SAB.MC,Volume,64895968.0,104167142.0,45843934.0,73442737.0,17580287.0
SALM.OL,Adj Close,733.5,732.5,738.5,748.0,740.5
SALM.OL,Close,733.5,732.5,738.5,748.0,740.5
SALM.OL,High,740.0,743.5,747.0,752.5,749.0
SALM.OL,Low,723.0,727.5,734.0,735.0,734.0
SALM.OL,Open,737.0,734.5,738.0,741.0,735.0
SALM.OL,Volume,139831.0,166914.0,104610.0,110973.0,63394.0
SAN.MC,Adj Close,3.0380001068115234,3.039499998092652,3.118000030517578,3.157999992370605,3.1535000801086426
SAN.MC,Close,3.0380001068115234,3.039499998092652,3.118000030517578,3.157999992370605,3.1535000801086426
SAN.MC,High,3.174499988555908,3.122499942779541,3.1470000743865967,3.174499988555908,3.1675000190734863
SAN.MC,Low,3.009999990463257,3.032000064849853,3.07699990272522,3.125,3.0799999237060547
SAN.MC,Open,3.151000022888184,3.052999973297119,3.07699990272522,3.125499963760376,3.0989999771118164
SAN.MC,Volume,69135494.0,53317990.0,41792212.0,63730002.0,24020132.0
SAND.ST,Adj Close,193.3500061035156,193.0,198.0500030517578,192.3000030517578,192.6000061035156
SAND.ST,Close,193.3500061035156,193.0,198.0500030517578,192.3000030517578,192.6000061035156
SAND.ST,High,200.3000030517578,195.3000030517578,198.3500061035156,198.0500030517578,193.1000061035156
SAND.ST,Low,190.5,192.0500030517578,192.6000061035156,191.3999938964844,187.8500061035156
SAND.ST,Open,198.5,193.25,194.8999938964844,198.0500030517578,191.0
SAND.ST,Volume,3659449.0,2754604.0,2481333.0,1865478.0,1134062.0
SAP.DE,Adj Close,100.58000183105467,99.72000122070312,100.41999816894533,99.33999633789062,98.33000183105467
SAP.DE,Close,100.58000183105467,99.72000122070312,100.41999816894533,99.33999633789062,98.33000183105467
SAP.DE,High,102.68000030517578,100.63999938964844,100.9000015258789,99.9499969482422,98.5
SAP.DE,Low,100.04000091552734,99.45999908447266,99.41000366210938,98.55999755859376,97.0
SAP.DE,Open,101.87999725341795,100.4000015258789,100.4800033569336,99.0500030517578,98.0
SAP.DE,Volume,3107903.0,2411034.0,2054134.0,1907113.0,1488672.0
SAP.TO,Adj Close,29.86000061035156,30.200000762939453,30.049999237060547,30.32999992370605,0.0
SAP.TO,Close,29.86000061035156,30.200000762939453,30.049999237060547,30.32999992370605,0.0
SAP.TO,High,30.06999969482422,30.32999992370605,30.51000022888184,30.459999084472656,0.0
SAP.TO,Low,29.459999084472656,29.68000030517578,30.0,29.940000534057617,0.0
SAP.TO,Open,29.700000762939453,29.88999938964844,30.229999542236328,30.0,0.0
SAP.TO,Volume,343900.0,238500.0,214200.0,233900.0,0.0
SBAC,Adj Close,370.0899963378906,369.2900085449219,372.7200012207031,361.2999877929688,0.0
SBAC,Close,370.0899963378906,369.2900085449219,372.7200012207031,361.2999877929688,0.0
SBAC,High,373.4700012207031,371.9700012207031,375.9500122070313,374.0,0.0
SBAC,Low,358.3299865722656,366.6199951171875,366.9700012207031,360.7799987792969,0.0
SBAC,Open,359.2699890136719,369.9700012207031,368.8299865722656,367.0700073242188,0.0
SBAC,Volume,861300.0,867700.0,629900.0,581000.0,0.0
SBRY.L,Adj Close,241.1999969482422,246.0,246.6000061035156,251.1000061035156,244.0
SBRY.L,Close,241.1999969482422,246.0,246.6000061035156,251.1000061035156,244.0
SBRY.L,High,246.8999938964844,247.8000030517578,247.3999938964844,253.3999938964844,249.06700134277344
SBRY.L,Low,238.1000061035156,241.1999969482422,242.8000030517578,248.5379943847656,242.2700042724609
SBRY.L,Open,245.6000061035156,241.8999938964844,247.3999938964844,251.1999969482422,248.8000030517578
SBRY.L,Volume,8352143.0,6009780.0,3388069.0,5092546.0,1991688.0
SBUX,Adj Close,83.36000061035156,83.12000274658203,81.5199966430664,80.68000030517578,0.0
SBUX,Close,83.36000061035156,83.12000274658203,81.5199966430664,80.68000030517578,0.0
SBUX,High,83.88999938964844,83.5,83.19000244140625,81.73999786376953,0.0
SBUX,Low,82.06999969482422,81.44999694824219,81.33999633789062,80.29000091552734,0.0
SBUX,Open,83.6500015258789,82.98999786376953,83.19000244140625,80.87999725341797,0.0
SBUX,Volume,10567000.0,10869100.0,9279400.0,8615200.0,0.0
SCA-B.ST,Adj Close,192.1000061035156,194.0,193.0,194.0,191.8500061035156
SCA-B.ST,Close,192.1000061035156,194.0,193.0,194.0,191.8500061035156
SCA-B.ST,High,193.3500061035156,197.5500030517578,195.9499969482422,195.3000030517578,193.1499938964844
SCA-B.ST,Low,189.1000061035156,192.1499938964844,190.6999969482422,192.3500061035156,189.75
SCA-B.ST,Open,189.5500030517578,192.8500061035156,195.3000030517578,193.0,192.3000030517578
SCA-B.ST,Volume,3346743.0,1628310.0,1907645.0,1357221.0,431623.0
SCC.BK,Adj Close,0.0,371.0,368.0,364.0,363.0
SCC.BK,Close,0.0,371.0,368.0,364.0,363.0
SCC.BK,High,0.0,373.0,372.0,367.0,365.0
SCC.BK,Low,0.0,371.0,368.0,363.0,363.0
SCC.BK,Open,0.0,373.0,372.0,366.0,364.0
SCC.BK,Volume,0.0,4422900.0,2508700.0,3334600.0,1800000.0
SCH.OL,Adj Close,0.0,0.0,0.0,0.0,0.0
SCH.OL,Close,0.0,0.0,0.0,0.0,0.0
SCH.OL,High,0.0,0.0,0.0,0.0,0.0
SCH.OL,Low,0.0,0.0,0.0,0.0,0.0
SCH.OL,Open,0.0,0.0,0.0,0.0,0.0
SCH.OL,Volume,0.0,0.0,0.0,0.0,0.0
SCHW,Adj Close,80.87000274658203,80.02999877929688,81.69000244140625,81.58000183105469,0.0
SCHW,Close,80.87000274658203,80.02999877929688,81.69000244140625,81.58000183105469,0.0
SCHW,High,82.48999786376953,80.69000244140625,82.27999877929688,83.47000122070312,0.0
SCHW,Low,80.62999725341797,78.5999984741211,80.12999725341797,81.12999725341797,0.0
SCHW,Open,81.19999694824219,80.43000030517578,80.69999694824219,81.62000274658203,0.0
SCHW,Volume,7083100.0,8144100.0,6617700.0,5631700.0,0.0
SCMN.SW,Adj Close,544.5999755859375,552.4000244140625,559.2000122070312,568.2000122070312,566.2000122070312
SCMN.SW,Close,544.5999755859375,552.4000244140625,559.2000122070312,568.2000122070312,566.2000122070312
SCMN.SW,High,544.5999755859375,552.7999877929688,559.2000122070312,568.2000122070312,567.7999877929688
SCMN.SW,Low,536.0,543.7999877929688,553.2000122070312,560.5999755859375,563.2000122070312
SCMN.SW,Open,536.5999755859375,544.4000244140625,554.0,560.5999755859375,566.2000122070312
SCMN.SW,Volume,149488.0,307312.0,104709.0,135347.0,48109.0
SDR.L,Adj Close,3204.0,3190.0,3224.0,3196.0,3188.0
SDR.L,Close,3204.0,3190.0,3224.0,3196.0,3188.0
SDR.L,High,3280.0,3250.0,3250.0,3234.0,3210.0
SDR.L,Low,3194.0,3190.0,3208.0,3196.0,3136.0
SDR.L,Open,3266.0,3220.0,3230.0,3228.0,3154.0
SDR.L,Volume,919040.0,180985.0,224159.0,352800.0,49207.0
SEB-A.ST,Adj Close,101.1500015258789,103.6999969482422,106.0,106.25,108.4499969482422
SEB-A.ST,Close,101.1500015258789,103.6999969482422,106.0,106.25,108.4499969482422
SEB-A.ST,High,102.6999969482422,104.9000015258789,106.4000015258789,107.5999984741211,108.6500015258789
SEB-A.ST,Low,99.5199966430664,101.0999984741211,104.6500015258789,105.6999969482422,104.0999984741211
SEB-A.ST,Open,102.1999969482422,101.5999984741211,105.0,106.8000030517578,105.3000030517578
SEB-A.ST,Volume,4069391.0,4057658.0,2881033.0,3520062.0,2029207.0
SECU-B.ST,Adj Close,109.0500030517578,113.4000015258789,111.0,111.5,112.1999969482422
SECU-B.ST,Close,109.0500030517578,113.4000015258789,111.0,111.5,112.1999969482422
SECU-B.ST,High,111.8499984741211,114.3000030517578,114.5,112.5,112.6999969482422
SECU-B.ST,Low,107.9499969482422,109.3499984741211,109.6999969482422,109.9499969482422,108.9499969482422
SECU-B.ST,Open,108.0500030517578,109.8000030517578,114.0999984741211,110.6999969482422,110.5999984741211
SECU-B.ST,Volume,2439701.0,2767231.0,1633874.0,1985862.0,940311.0
SEE,Adj Close,66.5199966430664,66.9000015258789,68.69000244140625,67.68000030517578,0.0
SEE,Close,66.5199966430664,66.9000015258789,68.69000244140625,67.68000030517578,0.0
SEE,High,67.19000244140625,67.2300033569336,69.05999755859375,69.97000122070312,0.0
SEE,Low,65.70999908447266,65.62999725341797,66.83000183105469,67.5999984741211,0.0
SEE,Open,66.08999633789062,66.11000061035156,67.11000061035156,68.81999969482422,0.0
SEE,Volume,608700.0,642900.0,916100.0,570200.0,0.0
SGE.L,Adj Close,728.4000244140625,728.4000244140625,725.7999877929688,713.2000122070312,716.0
SGE.L,Close,728.4000244140625,728.4000244140625,725.7999877929688,713.2000122070312,716.0
SGE.L,High,732.2000122070312,730.4000244140625,732.5999755859375,723.2000122070312,723.0
SGE.L,Low,722.2000122070312,716.7999877929688,720.0,710.4000244140625,704.2000122070312
SGE.L,Open,730.2000122070312,729.4000244140625,732.5999755859375,719.0,708.2000122070312
SGE.L,Volume,3118074.0,4876995.0,2092730.0,3496606.0,537634.0
SGRE.MC,Adj Close,16.100000381469727,15.8149995803833,16.049999237060547,15.824999809265137,15.484999656677246
SGRE.MC,Close,16.100000381469727,15.8149995803833,16.049999237060547,15.824999809265137,15.484999656677246
SGRE.MC,High,17.239999771118164,16.225000381469727,16.309999465942383,16.149999618530273,15.84000015258789
SGRE.MC,Low,15.675000190734863,15.71500015258789,15.81999969482422,15.635000228881836,15.380000114440918
SGRE.MC,Open,17.239999771118164,16.200000762939453,16.049999237060547,16.135000228881836,15.609999656677246
SGRE.MC,Volume,3240644.0,2195435.0,1456684.0,1551158.0,773646.0
SGRO.L,Adj Close,1378.5,1389.0,1375.5,1367.0,1355.0
SGRO.L,Close,1378.5,1389.0,1375.5,1367.0,1355.0
SGRO.L,High,1381.4000244140625,1401.0,1408.0,1374.5,1366.5
SGRO.L,Low,1362.0,1366.5,1362.0,1355.0,1350.5
SGRO.L,Open,1363.0,1382.0,1399.5,1369.0,1362.0
SGRO.L,Volume,3279917.0,4734442.0,2038258.0,2310357.0,725123.0
SGSN.SW,Adj Close,2506.0,2527.0,2571.0,2539.0,2534.0
SGSN.SW,Close,2506.0,2527.0,2571.0,2539.0,2534.0
SGSN.SW,High,2561.0,2541.0,2571.0,2583.0,2557.0
SGSN.SW,Low,2502.0,2511.0,2531.0,2532.0,2512.0
SGSN.SW,Open,2554.0,2516.0,2550.0,2572.0,2530.0
SGSN.SW,Volume,20945.0,12431.0,21720.0,13848.0,4340.0
SHB-A.ST,Adj Close,84.68000030517578,86.77999877929688,91.31999969482422,92.13999938964844,93.6999969482422
SHB-A.ST,Close,84.68000030517578,86.77999877929688,91.31999969482422,92.13999938964844,93.6999969482422
SHB-A.ST,High,85.05999755859375,87.23999786376953,91.31999969482422,92.54000091552734,94.04000091552734
SHB-A.ST,Low,83.81999969482422,84.68000030517578,87.5999984741211,91.0199966430664,91.0
SHB-A.ST,Open,84.69999694824219,84.68000030517578,87.69999694824219,91.6999969482422,91.58000183105467
SHB-A.ST,Volume,7346773.0,8778655.0,6842526.0,4345325.0,3281747.0
SHOP.TO,Adj Close,822.4199829101562,811.1199951171875,757.97998046875,780.02001953125,0.0
SHOP.TO,Close,822.4199829101562,811.1199951171875,757.97998046875,780.02001953125,0.0
SHOP.TO,High,856.4600219726562,840.780029296875,809.219970703125,793.22998046875,0.0
SHOP.TO,Low,798.1900024414062,781.9600219726562,755.0,750.0,0.0
SHOP.TO,Open,854.6199951171875,825.9500122070312,809.219970703125,775.0,0.0
SHOP.TO,Volume,329400.0,218200.0,263800.0,364600.0,0.0
SHW,Adj Close,262.6300048828125,263.8299865722656,263.760009765625,261.1000061035156,0.0
SHW,Close,262.6300048828125,263.8299865722656,263.760009765625,261.1000061035156,0.0
SHW,High,263.6499938964844,264.2099914550781,266.7699890136719,264.4599914550781,0.0
SHW,Low,254.3000030517578,258.3299865722656,262.3999938964844,260.7300109863281,0.0
SHW,Open,255.91000366210935,261.260009765625,265.0,262.0799865722656,0.0
SHW,Volume,1671300.0,1559400.0,1131300.0,995900.0,0.0
SIE.DE,Adj Close,118.0,115.95999908447266,118.0999984741211,116.1999969482422,116.9000015258789
SIE.DE,Close,118.0,115.95999908447266,118.0999984741211,116.1999969482422,116.9000015258789
SIE.DE,High,121.73999786376952,118.0,118.95999908447266,118.58000183105467,116.95999908447266
SIE.DE,Low,116.76000213623048,115.54000091552734,116.87999725341795,116.05999755859376,113.44000244140624
SIE.DE,Open,121.0199966430664,117.9800033569336,118.0999984741211,116.77999877929688,114.63999938964844
SIE.DE,Volume,2246397.0,2195972.0,1593694.0,1590609.0,909826.0
SIKA.SW,Adj Close,306.20001220703125,307.1000061035156,306.70001220703125,305.20001220703125,305.79998779296875
SIKA.SW,Close,306.20001220703125,307.1000061035156,306.70001220703125,305.20001220703125,305.79998779296875
SIKA.SW,High,317.0,311.6000061035156,312.1000061035156,308.1000061035156,306.8999938964844
SIKA.SW,Low,305.3999938964844,306.6000061035156,303.79998779296875,303.5,301.1000061035156
SIKA.SW,Open,315.70001220703125,308.0,310.79998779296875,307.3999938964844,305.20001220703125
SIKA.SW,Volume,324983.0,253855.0,269230.0,393372.0,206785.0
SIVB,Adj Close,510.5700073242188,500.2799987792969,500.3699951171875,516.030029296875,0.0
SIVB,Close,510.5700073242188,500.2799987792969,500.3699951171875,516.030029296875,0.0
SIVB,High,525.2000122070312,515.8599853515625,511.8999938964844,518.6799926757812,0.0
SIVB,Low,508.2300109863281,486.739990234375,492.8900146484375,490.8800048828125,0.0
SIVB,Open,519.8900146484375,510.5700073242188,500.4700012207031,498.2099914550781,0.0
SIVB,Volume,929400.0,729800.0,597100.0,716300.0,0.0
SJM,Adj Close,137.22000122070312,137.33999633789062,138.8000030517578,139.42999267578125,0.0
SJM,Close,137.22000122070312,137.33999633789062,138.8000030517578,139.42999267578125,0.0
SJM,High,139.6300048828125,137.97000122070312,139.41000366210938,140.55999755859375,0.0
SJM,Low,136.25,135.66000366210938,137.1300048828125,138.24000549316406,0.0
SJM,Open,138.1699981689453,137.1999969482422,138.17999267578125,139.64999389648438,0.0
SJM,Volume,1061700.0,725200.0,582100.0,583400.0,0.0
SJR-B.TO,Adj Close,39.04999923706055,39.400001525878906,39.43999862670898,39.220001220703125,0.0
SJR-B.TO,Close,39.04999923706055,39.400001525878906,39.43999862670898,39.220001220703125,0.0
SJR-B.TO,High,39.20000076293945,39.470001220703125,39.4900016784668,39.47999954223633,0.0
SJR-B.TO,Low,38.959999084472656,39.0,39.18999862670898,39.18999862670898,0.0
SJR-B.TO,Open,39.09999847412109,39.04999923706055,39.40999984741211,39.38999938964844,0.0
SJR-B.TO,Volume,730100.0,2295800.0,791900.0,3888800.0,0.0
SKA-B.ST,Adj Close,204.5,206.0,207.1000061035156,204.6000061035156,205.8000030517578
SKA-B.ST,Close,204.5,206.0,207.1000061035156,204.6000061035156,205.8000030517578
SKA-B.ST,High,209.1999969482422,208.1000061035156,210.3000030517578,210.0,206.3000030517578
SKA-B.ST,Low,202.0,204.8000030517578,205.6000061035156,204.3000030517578,201.8999938964844
SKA-B.ST,Open,208.1000061035156,205.3999938964844,209.6999969482422,206.6999969482422,203.0
SKA-B.ST,Volume,837534.0,756262.0,1026190.0,803963.0,372855.0
SKF-B.ST,Adj Close,145.0,147.3000030517578,151.39999389648438,150.35000610351562,153.39999389648438
SKF-B.ST,Close,145.0,147.3000030517578,151.39999389648438,150.35000610351562,153.39999389648438
SKF-B.ST,High,149.64999389648438,147.85000610351562,152.10000610351562,152.39999389648438,153.5
SKF-B.ST,Low,142.14999389648438,143.60000610351562,146.35000610351562,149.0,146.60000610351562
SKF-B.ST,Open,148.9499969482422,145.35000610351562,148.0,151.39999389648438,148.39999389648438
SKF-B.ST,Volume,2635658.0,3128043.0,2194663.0,1643005.0,640568.0
SKG.L,Adj Close,3130.0,3054.0,3070.0,3130.0,3108.0
SKG.L,Close,3130.0,3054.0,3070.0,3130.0,3108.0
SKG.L,High,3347.0,3091.0,3094.0,3170.0,3130.0
SKG.L,Low,3101.0,3005.0,3041.0,3054.0,3065.0
SKG.L,Open,3342.0,3072.0,3070.0,3054.0,3089.0
SKG.L,Volume,957131.0,721553.0,407076.0,499274.0,55733.0
SLA.L,Adj Close,0.0,0.0,0.0,0.0,0.0
SLA.L,Close,0.0,0.0,0.0,0.0,0.0
SLA.L,High,0.0,0.0,0.0,0.0,0.0
SLA.L,Low,0.0,0.0,0.0,0.0,0.0
SLA.L,Open,0.0,0.0,0.0,0.0,0.0
SLA.L,Volume,0.0,0.0,0.0,0.0,0.0
SLB,Adj Close,40.77999877929688,40.970001220703125,42.54999923706055,41.33000183105469,0.0
SLB,Close,40.77999877929688,40.970001220703125,42.54999923706055,41.33000183105469,0.0
SLB,High,41.34000015258789,41.459999084472656,42.720001220703125,42.63999938964844,0.0
SLB,Low,40.31999969482422,39.7400016784668,41.11000061035156,41.27000045776367,0.0
SLB,Open,40.970001220703125,41.0099983215332,41.33000183105469,42.63999938964844,0.0
SLB,Volume,8726600.0,8895800.0,10523600.0,7998500.0,0.0
SLF.TO,Adj Close,69.38999938964844,68.55999755859375,69.0999984741211,69.98999786376953,0.0
SLF.TO,Close,69.38999938964844,68.55999755859375,69.0999984741211,69.98999786376953,0.0
SLF.TO,High,69.58999633789062,69.41000366210938,69.30000305175781,70.19000244140625,0.0
SLF.TO,Low,68.91999816894531,68.12999725341797,68.69999694824219,69.13999938964844,0.0
SLF.TO,Open,69.05000305175781,69.41000366210938,68.70999908447266,69.1500015258789,0.0
SLF.TO,Volume,600700.0,1059700.0,966800.0,1284700.0,0.0
SLG,Adj Close,76.29000091552734,74.20999908447266,74.75,75.47000122070312,0.0
SLG,Close,76.29000091552734,74.20999908447266,74.75,75.47000122070312,0.0
SLG,High,77.18000030517578,76.25,75.77999877929688,76.04000091552734,0.0
SLG,Low,76.01000213623047,72.91999816894531,73.91000366210938,74.68000030517578,0.0
SLG,Open,77.18000030517578,76.11000061035156,74.31999969482422,74.91000366210938,0.0
SLG,Volume,720700.0,1024000.0,494700.0,716000.0,0.0
SLHN.SW,Adj Close,604.7999877929688,600.0,614.5999755859375,622.5999755859375,615.2000122070312
SLHN.SW,Close,604.7999877929688,600.0,614.5999755859375,622.5999755859375,615.2000122070312
SLHN.SW,High,610.0,608.2000122070312,615.5999755859375,623.4000244140625,618.7999877929688
